Sr. No.,Work Type,Work ID,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount (INR)
70760,Providing drains and gutters for public drainage,WS/MP18155/2024-2025/141709,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2025-01-30,Bhullar Spun Pipe Factory,Payment Success,48573.0
70761,Construction of buildings for community cultural activities,WS/MP638/2025-2026/224321,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,Virendra Kumar,TIKAMGARH(SC),2025-08-07,Gram Panchayat Aston,Payment Success,600000.0
70762,Construction of public irrigation facilities,WS/MP18153/2025-2026/212674,Punjab,FAZILKA,DEPUTY COMMISSIONER FAZILKA,SHER SINGH GHUBAYA,FIROZPUR,2025-07-25,RK BUILDING MATERIAL,Payment Success,92000.0
70763,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP313/2024-2025/138262,Arunachal Pradesh,NAMSAI,Deputy Commisioner Namsai,Shri Tapir Gao,ARUNACHAL EAST,2025-01-27,SIDHARAT ENTERPRISE,Payment Success,1000000.0
70764,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP313/2024-2025/138791,Arunachal Pradesh,NAMSAI,Deputy Commisioner Namsai,Shri Tapir Gao,ARUNACHAL EAST,2025-02-26,SIDHARAT ENTERPRISE,Payment Success,499994.0
70765,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP313/2024-2025/138796,Arunachal Pradesh,NAMSAI,Deputy Commisioner Namsai,Shri Tapir Gao,ARUNACHAL EAST,2025-02-26,SIDHARAT ENTERPRISE,Payment Success,499994.0
70766,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP313/2024-2025/138779,Arunachal Pradesh,NAMSAI,Deputy Commisioner Namsai,Shri Tapir Gao,ARUNACHAL EAST,2025-02-26,SIDHARAT ENTERPRISE,Payment Success,999998.0
70767,Construction of community centers and community halls,WS/MP429/2025-2026/205634,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-06-05,GRAM PANCHAYAT BATRA,Payment Success,150000.0
70768,Construction of community centers and community halls,WS/MP429/2025-2026/205632,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-06-05,GRAM PANCHAYAT BATRA,Payment Success,150000.0
70769,Construction of buildings for community cultural activities,WS/MP429/2024-2025/141154,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-11-06,GRAM PANCHAYAT BATRA,Payment Success,300000.0
70770,Construction of buildings for community cultural activities,WS/MP429/2024-2025/156836,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-12-18,GRAM PANCHAYAT BATRA,Payment Success,150000.0
70771,Construction of additional rooms and halls in the existing public and community building,WS/MP429/2024-2025/156835,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-01-02,GRAM PANCHAYAT NIRDHI,Payment Success,150000.0
70772,Renovation of ponds and lakes,WS/MP429/2024-2025/157871,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-04-04,GRAM PANCHAYAT SHIVPUR,Payment Success,150000.0
70773,Renovation of ponds and lakes,WS/MP429/2024-2025/157871,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-14,GRAM PANCHAYAT SHIVPUR,Payment Success,150000.0
70774,Renovation of ponds and lakes,WS/MP429/2024-2025/144850,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-08-06,GRAM PANCHAYAT PULALIKALA,Payment Success,150000.0
70775,Renovation of ponds and lakes,WS/MP429/2024-2025/144850,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-10-28,GRAM PANCHAYAT PULALIKALA,Payment Success,150000.0
70776,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2025-2026/267258,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2026-03-23,GRAM PANCHAYAT SUNDAIL,Payment Success,485000.0
70777,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2024-2025/151721,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-01-09,GRAM PANCHAYAT SUNDAIL,Payment Success,496800.0
70778,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2024-2025/151721,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-12-20,GRAM PANCHAYAT SUNDAIL,Payment Success,500000.0
70779,Construction of buildings for community cultural activities,WS/MP429/2024-2025/143874,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-11-06,RAJYA PARIVARTIT YOJNA GP KUTESARNAGOI,Payment Success,200000.0
70780,Renovation of ponds and lakes,WS/MP429/2024-2025/157303,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-01-20,RAJYA PARIVARTIT YOJNA GP KUTESARNAGOI,Payment Success,150000.0
70781,Construction of boundary walls of existing public and community buildings,WS/MP429/2024-2025/157302,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-01-20,RAJYA PARIVARTIT YOJNA GP KUTESARNAGOI,Payment Success,250000.0
70782,Construction of buildings for community cultural activities,WS/MP429/2024-2025/143874,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-05-20,RAJYA PARIVARTIT YOJNA GP KUTESARNAGOI,Payment Success,200000.0
70783,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2025-2026/200091,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-11,RAJYA PARIVARTIT YOJNA GP AMJHAR,Payment Success,250000.0
70784,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2025-2026/200091,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-05-28,RAJYA PARIVARTIT YOJNA GP AMJHAR,Payment Success,250000.0
70785,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP429/2025-2026/242639,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-12-04,RAJYA PARWARTIT YOJNA GP PIPARIYA,Payment Success,175000.0
70786,Installation of multi-gym equipment,WS/MP380/2025-2026/247587,Punjab,MALERKOTLA,Deputy Commissioner Malerkotla,Shri Amar Singh,FATEHGARH SAHIB(SC),2026-03-31,LUCKY SPORTS EQUIPMENTS,Payment Success,300000.0
70787,Construction of public libraries and reading rooms,WS/MP18313/2025-2026/211680,Rajasthan,BANSWARA,DISTRICT COLLECTOR BANSWARA,RAJ KUMAR ROAT,BANSWARA(ST),2025-11-19,KULDEEP CONSTRUCTION,Payment Success,1557350.0
70788,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP331/2025-2026/193887,Jammu And Kashmir,JAMMU,DEPUTY COMMISSIONER JAMMU,Shri Jugal Kishore Sharma,JAMMU,2025-11-25,State Motor Garages Department,Payment Success,85993.0
70789,Providing drains and gutters for public drainage,WS/MP18326/2025-2026/174956,Gujarat,Ahmedabad,DISTRICT COLLECTOR AHMADABAD,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,2025-10-01,JALISANA GRAM PANCHAYAT,Payment Success,398683.0
70790,Construction of community centers and community halls,WS/MP653/2025-2026/258745,Madhya Pradesh,SHAJAPUR,District Collector Shajapur,Mahendra Singh Solanky,DEWAS(SC),2026-02-06,CEO JANPAD PANCHAYAT SHAJAPUR,Payment Success,500000.0
70791,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18326/2025-2026/174952,Gujarat,Ahmedabad,DISTRICT COLLECTOR AHMADABAD,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,2025-10-27,SHER GRAM PANCHAYAT,Payment Success,197020.0
70792,Construction of community centers and community halls,WS/MP541/2025-2026/160370,Assam,NAGAON,DEPUTY COMMISSIONER NOWGONG,Pradyut Bordoloi,NOWGONG,2026-02-24,NIP JYOTI SAIKIA,Payment Success,100000.0
70793,Construction of community centers and community halls,WS/MP541/2025-2026/160370,Assam,NAGAON,DEPUTY COMMISSIONER NOWGONG,Pradyut Bordoloi,NOWGONG,2025-08-06,NIP JYOTI SAIKIA,Payment Success,200000.0
70794,Construction of community centers and community halls,WS/MP541/2025-2026/160370,Assam,NAGAON,DEPUTY COMMISSIONER NOWGONG,Pradyut Bordoloi,NOWGONG,2025-07-15,NIP JYOTI SAIKIA,Payment Success,100000.0
70795,Lighting of public spaces,WS/MP18312/2025-2026/163729,Tamil Nadu,PUDUKKOTTAI,DISTRICT COLLECTOR PUDUKKOTTAI,DURAI VAIKO,TIRUCHIRAPPALLI,2025-06-17,RAJESH VELU,Payment Success,700000.0
70796,Construction of additional rooms and halls in the existing public and community building,WS/MP641/2025-2026/220373,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,Gajendra Singh Patel,KHARGONE(ST),2026-03-14,jp barwah,Payment Success,200000.0
70797,Construction of community centers and community halls,WS/MP643/2025-2026/259905,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,Gyaneshwar Patil,KHANDWA,2026-02-05,jp barwah,Payment Success,250000.0
70798,Construction of community centers and community halls,WS/MP641/2026-2027/277449,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,Gajendra Singh Patel,KHARGONE(ST),2026-06-21,jp barwah,Payment Success,250000.0
70799,Construction of community centers and community halls,WS/MP643/2025-2026/243957,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,Gyaneshwar Patil,KHANDWA,2025-12-04,jp barwah,Payment Success,250000.0
70800,Construction of community centers and community halls,WS/MP641/2024-2025/137262,Madhya Pradesh,Khargone,West Nimar)(DISTRICT COLLECTOR KHARGONE,Gajendra Singh Patel,KHARGONE(ST),2024-12-20,jp barwah,Payment Success,500000.0
70801,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP638/2026-2027/259981,Madhya Pradesh,CHHATARPUR,District Collector Chhatarpur,Virendra Kumar,TIKAMGARH(SC),2026-04-09,GP SINDURKHI,Payment Success,180000.0
70802,Construction of community centers and community halls,WS/MP18024/2025-2026/148303,Assam,CHARAIDEO,Deputy Commissioner Charaideo,GAURAV GOGOI,JORHAT,2025-09-10,Bipul Gogoi,Payment Success,112613.0
70803,Construction of community centers and community halls,WS/MP18024/2025-2026/148303,Assam,CHARAIDEO,Deputy Commissioner Charaideo,GAURAV GOGOI,JORHAT,2026-07-01,Bipul Gogoi,Payment Success,35003.0
70804,Construction of community centers and community halls,WS/MP18024/2025-2026/148303,Assam,CHARAIDEO,Deputy Commissioner Charaideo,GAURAV GOGOI,JORHAT,2026-07-01,Bipul Gogoi,Payment Success,52138.0
70805,Construction of bus-sheds or bus-stops,WS/MP18184/2025-2026/171659,Tamil Nadu,THENI,District Collector Theni_5,THANGA TAMILSELVAN,THENI,2025-11-24,K VANARAJ,Payment Success,495237.0
70806,Construction of bus-sheds or bus-stops,WS/MP18184/2025-2026/171659,Tamil Nadu,THENI,District Collector Theni_5,THANGA TAMILSELVAN,THENI,2026-01-27,K VANARAJ,Payment Success,504753.0
70807,Construction of buildings for community cultural activities,WS/MP18100/2025-2026/200148,Madhya Pradesh,CHHINDWARA,DISTRICT COLLECTOR CHHINDWARA,BUNTY VIVEK SAHU,CHHINDWARA,2025-07-11,GRAM PANCHAYAT CHHINDI,Payment Success,50000.0
70808,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18253/2024-2025/140049,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,BAPI HALDAR,MATHURAPUR(SC),2025-03-03,MS HAZRA COSTRUCTION,Payment Success,247769.0
70809,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18253/2024-2025/140048,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,BAPI HALDAR,MATHURAPUR(SC),2025-05-08,MS HAZRA COSTRUCTION,Payment Success,248844.0
70810,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18253/2025-2026/191857,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,BAPI HALDAR,MATHURAPUR(SC),2025-12-22,MS HAZRA COSTRUCTION,Payment Success,325996.0
70811,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2024-2025/137573,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,Shri Abhishek Banerjee,DIAMOND HARBOUR,2025-05-07,SRI MAHADEB MAITY,Payment Success,147843.0
70812,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP423/2024-2025/137572,West Bengal,South 24 Parganas,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS,Shri Abhishek Banerjee,DIAMOND HARBOUR,2025-05-07,SRI MAHADEB MAITY,Payment Success,146182.0
70813,Construction of buildings for community cultural activities,WS/MP18100/2024-2025/179858,Madhya Pradesh,CHHINDWARA,DISTRICT COLLECTOR CHHINDWARA,BUNTY VIVEK SAHU,CHHINDWARA,2025-07-10,GRAM PANCHAYAT MAHALPUR,Payment Success,50000.0
70814,Construction of buildings for community cultural activities,WS/MP18100/2024-2025/179858,Madhya Pradesh,CHHINDWARA,DISTRICT COLLECTOR CHHINDWARA,BUNTY VIVEK SAHU,CHHINDWARA,2026-02-23,GRAM PANCHAYAT MAHALPUR,Payment Success,50000.0
70815,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231770,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-02-20,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249919.0
70816,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/222033,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-02-25,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,297293.0
70817,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231916,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-02-25,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,248919.0
70818,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/253674,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-03-16,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,398991.0
70819,Development of public parks,WS/MP417/2025-2026/231742,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-04-17,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,149651.0
70820,Development of public parks,WS/MP417/2025-2026/231783,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-03-10,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,149521.0
70821,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231913,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-04-09,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249652.0
70822,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/214993,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-04-10,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,398051.0
70823,Development of public parks,WS/MP417/2025-2026/231782,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-03-07,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,149267.0
70824,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231753,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-02-10,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249041.0
70825,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231725,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-05-18,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249203.0
70826,Development of public parks,WS/MP417/2025-2026/222030,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2025-09-20,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,149399.0
70827,Construction of public staircase/ stair ghat for public convenience,WS/MP417/2025-2026/231748,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-01-10,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249617.0
70828,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231912,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-01-13,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249346.0
70829,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231784,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-01-20,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249118.0
70830,Development of public parks,WS/MP417/2025-2026/231744,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-01-21,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,199611.0
70831,Construction of footpaths and pedestrian ways,WS/MP417/2025-2026/222029,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-01-21,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,899218.0
70832,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231719,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-05-25,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,248252.0
70833,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2026-2027/214995,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-07-06,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,397775.0
70834,Construction of public staircase/ stair ghat for public convenience,WS/MP417/2025-2026/214992,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-06-25,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,398347.0
70835,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231911,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-07-27,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249085.0
70836,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231334,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2025-11-12,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,397426.0
70837,Development of public parks,WS/MP417/2025-2026/222031,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2025-12-30,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,149340.0
70838,Development of public parks,WS/MP417/2025-2026/231741,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-06-18,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,199361.0
70839,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231917,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-05-09,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,249292.0
70840,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/231718,Bihar,NALANDA,DISTRICT PLANNING OFFICER NALANDA,Kaushalendra Kumar,NALANDA,2026-05-12,ASSISTANT ENGINEER ISLAMPUR A C,Payment Success,248955.0
